experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,arena_private_zone_intrusions,arena_private_zone_time,arena_max_speed_in_intimate_space,arena_path_efficiency,arena_angle_over_length,arena_time_facing_pedestrians,arena_time_seen_by_pedestrians,arena_movement_towards_pedestrians,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,obstacle_force_on_agents,run_id
stretch_hospital_nav2,88.128544706,12.33095136946101,0.0,1.1117575791403997,0.0,10.117199030248456,30.473637176050044,33.86952636282395,35.656836461126005,0.44682752457551383,0.38378718500000275,0.3499999940395355,0.7085182709486672,0.0,78.646232961,88.20885053399999,54.203136406048536,True,0.09517532773591174,0.09517532773591174,140,68,27.56478163279714,0.22039235670908527,0.09559175201943036,0.033652459825231774,0.43206936840955656,0.3409302969826876,0.20827257782354006,172.05007166911636,172.05007313681875,212.4229494052473,1
