experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,arena_private_zone_intrusions,arena_private_zone_time,arena_max_speed_in_intimate_space,arena_path_efficiency,arena_angle_over_length,arena_time_facing_pedestrians,arena_time_seen_by_pedestrians,arena_movement_towards_pedestrians,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,obstacle_force_on_agents,run_id
reachy_office_nav2,127.487028169,13.21035937933585,0.0,1.3718188950317094,0.0,12.728273040105408,10.822206605762473,33.38018271257906,55.79761068165847,0.0,0.0,0.3499999940395355,0.9083780126959194,0.0,127.637676153,127.637676153,72.46863206779796,True,0.11111584107079042,0.11560938750946738,0,93,51.693615778997184,0.18542812196442954,0.07921941877777253,0.02223728635162321,0.2489378886850917,0.32078207639829426,0.07949264738145884,109.10846147631487,109.10846096460365,403.7048994367014,1
