experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,arena_private_zone_intrusions,arena_private_zone_time,arena_max_speed_in_intimate_space,arena_path_efficiency,arena_angle_over_length,arena_time_facing_pedestrians,arena_time_seen_by_pedestrians,arena_movement_towards_pedestrians,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,obstacle_force_on_agents,run_id
stretch_bookstore_nav2,77.987110246,8.61341914571719,0.0,0.7367574540879798,0.0,5.235842915779822,27.027027027027028,70.16632016632016,2.806652806652807,0.6237006237006237,0.46694124700000117,0.3499999940395355,0.878746948460933,0.0,45.48510944799999,76.42716134199999,53.233540374851785,True,0.09513300854913564,0.09937616327801906,131,46,26.42806438689813,0.17907313623034124,0.14795969676949072,0.03639313901937302,0.45335045784704403,0.34681371926270005,0.14656984700730338,187.6133024634626,187.61330976436628,457.6640009029769,1
