experiment_tag,time_to_reach_goal,path_length,cumulative_heading_changes,avg_distance_to_closest_person,minimum_distance_to_people,maximum_distance_to_people,intimate_space_intrusions,personal_space_intrusions,social_space_intrusions,arena_private_zone_intrusions,arena_private_zone_time,arena_max_speed_in_intimate_space,arena_path_efficiency,arena_angle_over_length,arena_time_facing_pedestrians,arena_time_seen_by_pedestrians,arena_movement_towards_pedestrians,completed,minimum_distance_to_target,final_distance_to_target,robot_on_person_collision,person_on_robot_collision,time_not_moving,avg_robot_linear_speed,avg_robot_angular_speed,avg_acceleration,avg_overacceleration,avg_pedestrian_velocity,avg_closest_pedestrian_velocity,social_force_on_agents,social_force_on_robot,obstacle_force_on_agents,run_id
reachy_small_warehouse_esc,128.528738814,8.179657614343453,0.0,0.5373170501759396,0.0,8.240539018556309,46.08108108108108,46.68918918918919,7.22972972972973,0.0,0.0,0.3499999940395355,0.9780360471288658,0.0,124.82339067699999,127.30207303000003,51.200051205091015,True,0.3763651373879823,0.3763651373879823,28,86,6.252749455816216,0.11029942219925894,0.25079848003082883,0.15636439319027085,1.9239387494259075,0.35178960361996214,0.07381352580882408,198.76722307383093,199.69645893245476,23.32556028539741,1
